itemindex,model,context_id,context_string,response,relevance,reference,metouts
153,eval_input_outputs_human.csv,,"can i borrow this magazine from you ? it's really interesting and i can't put it down . <eot> i am sorry , but i can't lend it to you now , for i haven't finished reading it . if you don't mind , i can lend you some back numbers to you . <eot> that would be very kind of you . by the way , is it a monthly magazine ?","Yes, it's a monthly. I really like the magazine. I'd love to share them with you.",0.875,,"{'Bleu_1': 6.249999999609375e-17, 'Bleu_2': 6.454972243262145e-17, 'Bleu_3': 6.676572574796897e-17, 'Bleu_4': 6.917184227725562e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.04597057, 'EmbeddingAverageCosineSimilarity': 0.029509, 'EmbeddingAverageCosineSimilairty': 0.029509, 'VectorExtremaCosineSimilarity': 0.061323, 'GreedyMatchingScore': 0.066727}"
154,eval_input_outputs_human.csv,,"hi , bob , this is john lin . <eot> hello , john .",How are you today?,0.75,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.061677527, 'EmbeddingAverageCosineSimilarity': -0.010579, 'EmbeddingAverageCosineSimilairty': -0.010579, 'VectorExtremaCosineSimilarity': -0.046729, 'GreedyMatchingScore': 0.013431}"
155,eval_input_outputs_human.csv,,"no appetite , always on edge , and i can't sleep well . <eot> did you lose any weight ? <eot> yes , i have lost quite a few pounds since last month . <eot> when was the last time you had a check-up ? <eot> about two month ago .",It was just a routine check - up,0.75,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03052282, 'EmbeddingAverageCosineSimilarity': 0.035802, 'EmbeddingAverageCosineSimilairty': 0.035802, 'VectorExtremaCosineSimilarity': 0.131274, 'GreedyMatchingScore': 0.069684}"
156,eval_input_outputs_human.csv,,"hi , lander . what's wrong ? <eot> i can hardly make ends meet these days .",Have you asked for a raise?,0.875,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03676024, 'EmbeddingAverageCosineSimilarity': 0.003662, 'EmbeddingAverageCosineSimilairty': 0.003662, 'VectorExtremaCosineSimilarity': -0.017504, 'GreedyMatchingScore': 0.043628}"
157,eval_input_outputs_human.csv,,do you have any questions ?,Yes i do have some.,0.875,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.035868827, 'EmbeddingAverageCosineSimilarity': -0.007925, 'EmbeddingAverageCosineSimilairty': -0.007925, 'VectorExtremaCosineSimilarity': -0.044296, 'GreedyMatchingScore': 0.013433}"
158,eval_input_outputs_human.csv,,"no , i'm afraid not , mary . may i take a message for her ? <eot> yes , please tell her that band practice has been moved to tuesday night at eight thirty . <eot> o . k . no problem . anything else ? <eot> no , but if she has any questions , she can call me at 555-2345 . <eot> all right , i'll leave her the message , mary . thanks for calling .",Perfect! Let me know if you need anything eles,0.5,,"{'Bleu_1': 1.1111111109876545e-16, 'Bleu_2': 1.1785113018384495e-16, 'Bleu_3': 1.2565790683898578e-16, 'Bleu_4': 1.34851118576642e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.09524949, 'EmbeddingAverageCosineSimilarity': -0.00658, 'EmbeddingAverageCosineSimilairty': -0.00658, 'VectorExtremaCosineSimilarity': 0.04384, 'GreedyMatchingScore': 0.026157}"
159,eval_input_outputs_human.csv,,"how can we develop a new brand image with no direction whatsoever ? <eot> with the fifty forwards he sent out today , maybe we'll inadvertently get inspired . <eot> i guess this is a good excuse to surf the net on someone else's dime . <eot> who'd have thought bean would be this kind of e-mail fanatic ?","I know right, he's so weird",0.5,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.11504002, 'EmbeddingAverageCosineSimilarity': 0.006233, 'EmbeddingAverageCosineSimilairty': 0.006233, 'VectorExtremaCosineSimilarity': -0.006624, 'GreedyMatchingScore': 0.059951}"
160,eval_input_outputs_human.csv,,where did you want to go for lunch ? <eot> i was thinking we should just go to the cafeteria . <eot> i don't think i ever got food from the cafeteria . <eot> i actually like the food there . <eot> does the cafeteria sell a lot of different food ?,Yeah it actually has a wide selection.,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.026993623, 'EmbeddingAverageCosineSimilarity': -0.003223, 'EmbeddingAverageCosineSimilairty': -0.003223, 'VectorExtremaCosineSimilarity': -0.077991, 'GreedyMatchingScore': 0.017468}"
161,eval_input_outputs_human.csv,,are you finished ? <eot> yes . may i have some more beer ?,Sure you can,1,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.04738917, 'EmbeddingAverageCosineSimilarity': -0.030384, 'EmbeddingAverageCosineSimilairty': -0.030384, 'VectorExtremaCosineSimilarity': -0.024217, 'GreedyMatchingScore': -0.018304}"
162,eval_input_outputs_human.csv,,"peter , how often do you exercise ? <eot> well , i swim and run every day . <eot> now , tell me , what do you eat ? <eot> well , i don't eat any meat , but i do eat fish and eggs . <eot> do you eat a lot of vegetables ?",I love vegetables.,1,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.08135995, 'EmbeddingAverageCosineSimilarity': 0.065071, 'EmbeddingAverageCosineSimilairty': 0.065071, 'VectorExtremaCosineSimilarity': 0.045004, 'GreedyMatchingScore': 0.065792}"
163,eval_input_outputs_human.csv,,"can i have an aisle seat , pls . <eot> no problem . i'll give you an aisle seat in the center row . and here is your ticket , passport and boarding pass . please board the plane at gate 15 . <eot> thank you . and when is the latest time for me to board the plane ? <eot> 15mins before the plane takes off . the plane is scheduled to leave on time . <eot> thank you very much !",You're quite welcome.,0.75,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.045932837, 'EmbeddingAverageCosineSimilarity': -0.019116, 'EmbeddingAverageCosineSimilairty': -0.019116, 'VectorExtremaCosineSimilarity': -0.030142, 'GreedyMatchingScore': 0.011218}"
164,eval_input_outputs_human.csv,,"i would like to buy a black suit . <eot> do you have any special brand in your mind ? <eot> no , i never wear suit in my everyday life . i just want one to take part in my sister's wedding ceremony .","In that case any brand would do, what style would you like sir?",1,,"{'Bleu_1': 7.692307691715977e-17, 'Bleu_2': 8.006407689612819e-17, 'Bleu_3': 8.352713247389653e-17, 'Bleu_4': 8.737167850948829e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.023974221, 'EmbeddingAverageCosineSimilarity': 0.009352, 'EmbeddingAverageCosineSimilairty': 0.009352, 'VectorExtremaCosineSimilarity': 0.018826, 'GreedyMatchingScore': 0.060321}"
165,eval_input_outputs_human.csv,,excuse me . can you tell me how to get to city hall ? <eot> yes . go to the next corner and turn left onto center street . walk three blocks to second avenue and turn right . walk two more blocks and you'll see city hall on the left . <eot> i'm sorry . i didn't follow you . could you please repeat that ?,What's your location? I can put it into google maps and give you directions from there.,0.833333333,,"{'Bleu_1': 6.249999999609375e-17, 'Bleu_2': 6.454972243262145e-17, 'Bleu_3': 6.676572574796897e-17, 'Bleu_4': 6.917184227725562e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.024565354, 'EmbeddingAverageCosineSimilarity': -0.016585, 'EmbeddingAverageCosineSimilairty': -0.016585, 'VectorExtremaCosineSimilarity': -0.027769, 'GreedyMatchingScore': 0.031716}"
166,eval_input_outputs_human.csv,,"how many pieces of luggage would you like to check in , sir ? <eot> three bags and a suitcase . this is my luggage to check . <eot> do you have any carry-on luggage ? <eot> no . <eot> put your luggage on the scale , please . oh , your luggage is overweight .",By how much?,1,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.035963006, 'EmbeddingAverageCosineSimilarity': -0.005907, 'EmbeddingAverageCosineSimilairty': -0.005907, 'VectorExtremaCosineSimilarity': 0.026595, 'GreedyMatchingScore': 0.010738}"
167,eval_input_outputs_human.csv,,"do you have any carry-on luggage ? <eot> no . <eot> put your luggage on the scale , please . oh , your luggage is overweight . <eot> how much is the excess baggage part charge ? <eot> twenty-two dollars",Can you not waive the fee sir?,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.029556539, 'EmbeddingAverageCosineSimilarity': 0.038607, 'EmbeddingAverageCosineSimilairty': 0.038607, 'VectorExtremaCosineSimilarity': 0.060021, 'GreedyMatchingScore': 0.109207}"
168,eval_input_outputs_human.csv,,"what's up ? <eot> nothing much , what's going on ?",I'm about to make some dinner. How was your day?,0.666666667,,"{'Bleu_1': 9.999999999e-17, 'Bleu_2': 1.0540925532781945e-16, 'Bleu_3': 1.1157215833452827e-16, 'Bleu_4': 1.186840521809983e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.06426059, 'EmbeddingAverageCosineSimilarity': -0.004112, 'EmbeddingAverageCosineSimilairty': -0.004112, 'VectorExtremaCosineSimilarity': -0.031116, 'GreedyMatchingScore': 0.022451}"
169,eval_input_outputs_human.csv,,room service . what can i do for you ?,I do not have enough towels.,1,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.05802548, 'EmbeddingAverageCosineSimilarity': 0.008448, 'EmbeddingAverageCosineSimilairty': 0.008448, 'VectorExtremaCosineSimilarity': 0.038562, 'GreedyMatchingScore': 0.027455}"
170,eval_input_outputs_human.csv,,this t . v is only $ 2500 . <eot> you can't be serious . <eot> that's how much this t . v costs . <eot> that's too expensive for me . <eot> this television is of very high quality .,"Sorry, ca n't do it.",1,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.033388376, 'EmbeddingAverageCosineSimilarity': 0.02164, 'EmbeddingAverageCosineSimilairty': 0.02164, 'VectorExtremaCosineSimilarity': 0.004017, 'GreedyMatchingScore': 0.06679}"
171,eval_input_outputs_human.csv,,"that's basically it . <eot> how do you stick to only those foods ? <eot> actually , fruits and veggies are really good for you . <eot> yeah , i know , but what about the chicken ? <eot> i mainly eat baked chicken , because there's not a lot of fat .",Do you have any good recipes?,1,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.02886146, 'EmbeddingAverageCosineSimilarity': -0.01766, 'EmbeddingAverageCosineSimilairty': -0.01766, 'VectorExtremaCosineSimilarity': -0.034498, 'GreedyMatchingScore': 0.006089}"
172,eval_input_outputs_human.csv,,"you guys are charging me $ 10 for a movie that i never ordered or saw . <eot> let's see , sir . according to your file , you watched'titanic'monday evening .",That is false.,0.833333333,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.037473254, 'EmbeddingAverageCosineSimilarity': 0.015769, 'EmbeddingAverageCosineSimilairty': 0.015769, 'VectorExtremaCosineSimilarity': 0.023093, 'GreedyMatchingScore': 0.024616}"
173,eval_input_outputs_human.csv,,"i'm sorry to hear that . i'm afraid it is often the case during the peak hours . shall i ask them to call you when the line is free ? <eot> ok . please do so if it is not troublesome . <eot> no trouble at all . may i know your name and room number ? <eot> i'm du juan , in room 312 . <eot> i see . wait in the room , please .",How long will it take for someone to call me back?,1,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.061538797, 'EmbeddingAverageCosineSimilarity': -0.002325, 'EmbeddingAverageCosineSimilairty': -0.002325, 'VectorExtremaCosineSimilarity': 0.016025, 'GreedyMatchingScore': 0.020813}"
174,eval_input_outputs_human.csv,,how did you find your apartment ?,I put an ad in the paper.,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.051101573, 'EmbeddingAverageCosineSimilarity': 0.058699, 'EmbeddingAverageCosineSimilairty': 0.058699, 'VectorExtremaCosineSimilarity': 0.06636, 'GreedyMatchingScore': 0.083415}"
175,eval_input_outputs_human.csv,,"joe , how are you doing ? <eot> i am great ! how about you , mary ? how are you ? <eot> i am doing great ! thank you for asking , joe . <eot> i was wondering if you want to go see a movie with me tonight ?",I ca n't. I already have plans - what about tomorrow though?,1,,"{'Bleu_1': 8.33333333263889e-17, 'Bleu_2': 8.7038827970266e-17, 'Bleu_3': 9.11609179238116e-17, 'Bleu_4': 9.578464407697051e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.06930816, 'EmbeddingAverageCosineSimilarity': 0.004874, 'EmbeddingAverageCosineSimilairty': 0.004874, 'VectorExtremaCosineSimilarity': 0.064977, 'GreedyMatchingScore': 0.060175}"
176,eval_input_outputs_human.csv,,have you ever gotten a parking ticket ? <eot> i've never gotten one . have you ? <eot> i got a ticket yesterday . <eot> really ? what did you get one for ?,Parking in a handicap space.,1,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.007814992, 'EmbeddingAverageCosineSimilarity': -0.000961, 'EmbeddingAverageCosineSimilairty': -0.000961, 'VectorExtremaCosineSimilarity': -0.043612, 'GreedyMatchingScore': 0.027559}"
177,eval_input_outputs_human.csv,,it's especially cold when the wind is blowing . <eot> why don't you wear a scarf ? <eot> what can wearing one do for me ? <eot> you're cold because the wind is blowing into your open collar . it's not because your jacket isn't thick enough .,I do n't like scarfs,0.75,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.12227868, 'EmbeddingAverageCosineSimilarity': 0.016832, 'EmbeddingAverageCosineSimilairty': 0.016832, 'VectorExtremaCosineSimilarity': 0.009869, 'GreedyMatchingScore': 0.019168}"
178,eval_input_outputs_human.csv,,hey stacy . what's going on ? <eot> i'm pretty tired these days .,Why is that?,0.833333333,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.050264526, 'EmbeddingAverageCosineSimilarity': 0.007545, 'EmbeddingAverageCosineSimilairty': 0.007545, 'VectorExtremaCosineSimilarity': 0.02057, 'GreedyMatchingScore': 0.017772}"
179,eval_input_outputs_human.csv,,"i got poison oak while hiking , and i need something to help me with the itching . <eot> i can suggest a product called techne that comes in a lotion or cream . <eot> which do you prefer ? <eot> hikers tell me that the cream is best because it stays on longer . <eot> is there anything else i can do to help with the itching ?",Wash the affected area and try to keep it clean.,1,,"{'Bleu_1': 9.999999999e-17, 'Bleu_2': 1.0540925532781945e-16, 'Bleu_3': 1.1157215833452827e-16, 'Bleu_4': 1.186840521809983e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': -0.0124408305, 'EmbeddingAverageCosineSimilarity': 0.010986, 'EmbeddingAverageCosineSimilairty': 0.010986, 'VectorExtremaCosineSimilarity': -0.004888, 'GreedyMatchingScore': 0.042726}"
180,eval_input_outputs_human.csv,,"i have just received your note which informs me that you have offered the accountant position to another candidate . may i ask why i was defeated ? <eot> we have thought of you carefully with discretion , but the other candidate has more experiences .",I thank you for the opportunity.,0.833333333,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03552802, 'EmbeddingAverageCosineSimilarity': 0.016898, 'EmbeddingAverageCosineSimilairty': 0.016898, 'VectorExtremaCosineSimilarity': 0.024546, 'GreedyMatchingScore': 0.023683}"
181,eval_input_outputs_human.csv,,"good morning . my name is mr . brown . i'm from australia . here is my card . <eot> thank you . i'm pleased to meet you , mr . brown . my name is kathy pewless , the representative of green textile import and export corporation .",Nice to meet you kathy,1,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.20292516, 'EmbeddingAverageCosineSimilarity': 0.006324, 'EmbeddingAverageCosineSimilairty': 0.006324, 'VectorExtremaCosineSimilarity': -0.03022, 'GreedyMatchingScore': 0.02692}"
182,eval_input_outputs_human.csv,,how do you celebrate national day in your country ?,I like to have a cook - out with friends.,0.666666667,,"{'Bleu_1': 9.999999999e-17, 'Bleu_2': 1.0540925532781945e-16, 'Bleu_3': 1.1157215833452827e-16, 'Bleu_4': 1.186840521809983e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.07986494, 'EmbeddingAverageCosineSimilarity': 0.039946, 'EmbeddingAverageCosineSimilairty': 0.039946, 'VectorExtremaCosineSimilarity': 0.101206, 'GreedyMatchingScore': 0.072523}"
183,eval_input_outputs_human.csv,,what date will our field trip be on ? <eot> the science field trip is next monday at 8 o'clock in the morning . do you want to make note of that on your calendar ?,Yes i will want to mark it.,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.047228333, 'EmbeddingAverageCosineSimilarity': 0.020023, 'EmbeddingAverageCosineSimilairty': 0.020023, 'VectorExtremaCosineSimilarity': 0.061237, 'GreedyMatchingScore': 0.03699}"
184,eval_input_outputs_human.csv,,"can't you just tell me now ? <eot> i don't know anything for certain . we always do a double check if there is a question . <eot> i want to see you right away . <eot> you can come in this afternoon . if you are feeling too stressed , feel free to bring a friend along . <eot> i know for sure that something is wrong !",We wo n't know that until we run the tests and get the results.,0.875,,"{'Bleu_1': 7.14285714234694e-17, 'Bleu_2': 7.412493166061185e-17, 'Bleu_3': 7.707540023952376e-17, 'Bleu_4': 8.032276872167517e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03731448, 'EmbeddingAverageCosineSimilarity': -0.015656, 'EmbeddingAverageCosineSimilairty': -0.015656, 'VectorExtremaCosineSimilarity': -0.026243, 'GreedyMatchingScore': 0.030705}"
185,eval_input_outputs_human.csv,,what do you need today ? <eot> i need to take a few classes . <eot> what kind of classes would you like to take ?,I would like to take a cooking class.,1,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.05337862, 'EmbeddingAverageCosineSimilarity': 0.012605, 'EmbeddingAverageCosineSimilairty': 0.012605, 'VectorExtremaCosineSimilarity': 0.02009, 'GreedyMatchingScore': 0.022193}"
186,eval_input_outputs_human.csv,,"let me have a soda . <eot> what kind of soda would you like ? <eot> may i have a sprite , please ? <eot> sure , no problem . <eot> i would also like a bag of chips .",Sounds good- i'll have them right up.,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.01215657, 'EmbeddingAverageCosineSimilarity': -0.036212, 'EmbeddingAverageCosineSimilairty': -0.036212, 'VectorExtremaCosineSimilarity': -0.045841, 'GreedyMatchingScore': 0.004719}"
